key_length,scenario,trial,qber,timestamp
1000,no_eve,6,0.0,2025-05-12T17:47:14.615877
1000,no_eve,7,0.0,2025-05-12T17:47:14.942774
1000,no_eve,8,0.0,2025-05-12T17:47:15.256845
1000,no_eve,9,0.0,2025-05-12T17:47:15.705656
1000,no_eve,10,0.0,2025-05-12T17:47:16.110066
1000,no_eve,11,0.0,2025-05-12T17:47:16.532275
1000,no_eve,12,0.0,2025-05-12T17:47:16.899947
1000,no_eve,13,0.0,2025-05-12T17:47:17.249298
1000,no_eve,14,0.0,2025-05-12T17:47:17.617714
1000,no_eve,15,0.0,2025-05-12T17:47:17.940791
1000,no_eve,16,0.0,2025-05-12T17:47:18.269335
1000,no_eve,17,0.0,2025-05-12T17:47:18.591632
1000,no_eve,18,0.0,2025-05-12T17:47:18.924167
1000,no_eve,19,0.0,2025-05-12T17:47:22.724980
1000,no_eve,20,0.0,2025-05-12T17:47:23.054586
1000,with_eve,1,0.22,2025-05-12T17:47:23.742848
1000,with_eve,2,0.3,2025-05-12T17:47:24.449247
1000,with_eve,3,0.22,2025-05-12T17:47:25.141708
1000,with_eve,4,0.32,2025-05-12T17:47:25.938374
1000,with_eve,5,0.18,2025-05-12T17:47:26.603798
1000,with_eve,6,0.34,2025-05-12T17:47:27.297015
1000,with_eve,7,0.28,2025-05-12T17:47:28.002662
1000,with_eve,8,0.26,2025-05-12T17:47:28.687342
1000,with_eve,9,0.28,2025-05-12T17:47:29.547985
1000,with_eve,10,0.28,2025-05-12T17:47:30.243782
1000,with_eve,11,0.26,2025-05-12T17:47:30.937201
1000,with_eve,12,0.34,2025-05-12T17:47:31.617407
1000,with_eve,13,0.26,2025-05-12T17:47:32.299544
1000,with_eve,14,0.24,2025-05-12T17:47:33.165676
1000,with_eve,15,0.22,2025-05-12T17:47:33.848444
1000,with_eve,16,0.3,2025-05-12T17:47:34.533971
1000,with_eve,17,0.24,2025-05-12T17:47:35.206272
1000,with_eve,18,0.18,2025-05-12T17:47:36.034736
1000,with_eve,19,0.16,2025-05-12T17:47:36.729075
1000,with_eve,20,0.24,2025-05-12T17:47:37.408809
2000,no_eve,1,0.0,2025-05-12T17:47:38.097404
2000,no_eve,2,0.0,2025-05-12T17:47:38.752376
2000,no_eve,3,0.0,2025-05-12T17:47:39.560083
2000,no_eve,4,0.0,2025-05-12T17:47:40.251125
2000,no_eve,5,0.0,2025-05-12T17:47:40.937842
2000,no_eve,6,0.0,2025-05-12T17:47:41.626381
2000,no_eve,7,0.0,2025-05-12T17:47:42.324511
2000,no_eve,8,0.0,2025-05-12T17:47:43.131681
2000,no_eve,9,0.0,2025-05-12T17:47:43.802411
2000,no_eve,10,0.0,2025-05-12T17:47:44.447285
2000,no_eve,11,0.0,2025-05-12T17:47:45.114741
2000,no_eve,12,0.0,2025-05-12T17:47:45.947682
2000,no_eve,13,0.0,2025-05-12T17:47:46.664758
2000,no_eve,14,0.0,2025-05-12T17:47:47.330031
2000,no_eve,15,0.0,2025-05-12T17:47:47.962923
2000,no_eve,16,0.0,2025-05-12T17:47:48.634867
2000,no_eve,17,0.0,2025-05-12T17:47:49.494595
2000,no_eve,18,0.0,2025-05-12T17:47:50.140497
2000,no_eve,19,0.0,2025-05-12T17:47:50.802174
2000,no_eve,20,0.0,2025-05-12T17:47:51.449736
2000,with_eve,1,0.22,2025-05-12T17:47:53.084440
2000,with_eve,2,0.18,2025-05-12T17:47:54.508961
2000,with_eve,3,0.36,2025-05-12T17:47:55.880902
2000,with_eve,4,0.22,2025-05-12T17:47:57.379312
2000,with_eve,5,0.18,2025-05-12T17:47:58.745301
2000,with_eve,6,0.28,2025-05-12T17:48:00.229681
2000,with_eve,7,0.28,2025-05-12T17:48:01.585451
2000,with_eve,8,0.2,2025-05-12T17:48:02.955017
2000,with_eve,9,0.28,2025-05-12T17:48:04.453488
2000,with_eve,10,0.24,2025-05-12T17:48:05.776882
2000,with_eve,11,0.22,2025-05-12T17:48:07.254635
2000,with_eve,12,0.26,2025-05-12T17:48:08.589320
2000,with_eve,13,0.22,2025-05-12T17:48:10.220568
2000,with_eve,14,0.08,2025-05-12T17:48:11.529745
2000,with_eve,15,0.14,2025-05-12T17:48:12.881349
2000,with_eve,16,0.36,2025-05-12T17:48:14.310958
2000,with_eve,17,0.2,2025-05-12T17:48:15.670442
2000,with_eve,18,0.26,2025-05-12T17:48:17.117250
2000,with_eve,19,0.32,2025-05-12T17:48:18.416489
2000,with_eve,20,0.26,2025-05-12T17:48:19.834219
5000,no_eve,1,0.0,2025-05-12T17:48:21.636118
5000,no_eve,2,0.0,2025-05-12T17:48:23.258562
5000,no_eve,3,0.0,2025-05-12T17:48:25.263957
5000,no_eve,4,0.0,2025-05-12T17:48:27.087077
5000,no_eve,5,0.0,2025-05-12T17:48:28.719528
5000,no_eve,6,0.0,2025-05-12T17:48:30.451463
5000,no_eve,7,0.0,2025-05-12T17:48:31.983178
5000,no_eve,8,0.0,2025-05-12T17:48:33.698705
5000,no_eve,9,0.0,2025-05-12T17:48:35.268103
5000,no_eve,10,0.0,2025-05-12T17:48:37.018825
5000,no_eve,11,0.0,2025-05-12T17:48:38.648828
5000,no_eve,12,0.0,2025-05-12T17:48:40.377103
5000,no_eve,13,0.0,2025-05-12T17:48:41.993598
5000,no_eve,14,0.0,2025-05-12T17:48:43.805763
5000,no_eve,15,0.0,2025-05-12T17:48:45.509798
5000,no_eve,16,0.0,2025-05-12T17:48:47.269382
5000,no_eve,17,0.0,2025-05-12T17:48:48.872011
5000,no_eve,18,0.0,2025-05-12T17:48:50.481878
5000,no_eve,19,0.0,2025-05-12T17:48:52.342336
5000,no_eve,20,0.0,2025-05-12T17:48:54.135419
5000,with_eve,1,0.26,2025-05-12T17:48:57.693752
5000,with_eve,2,0.38,2025-05-12T17:49:01.207403
5000,with_eve,3,0.26,2025-05-12T17:49:04.676662
5000,with_eve,4,0.16,2025-05-12T17:49:08.141827
5000,with_eve,5,0.2,2025-05-12T17:49:11.556247
5000,with_eve,6,0.34,2025-05-12T17:49:15.328860
5000,with_eve,7,0.3,2025-05-12T17:49:18.688320
5000,with_eve,8,0.22,2025-05-12T17:49:22.506926
5000,with_eve,9,0.18,2025-05-12T17:49:26.065690
5000,with_eve,10,0.2,2025-05-12T17:49:29.604972
5000,with_eve,11,0.16,2025-05-12T17:49:33.006434
5000,with_eve,12,0.24,2025-05-12T17:49:36.347383
5000,with_eve,13,0.16,2025-05-12T17:49:39.948301
5000,with_eve,14,0.3,2025-05-12T17:49:43.353286
5000,with_eve,15,0.26,2025-05-12T17:49:46.760185
5000,with_eve,16,0.22,2025-05-12T17:49:50.132480
5000,with_eve,17,0.28,2025-05-12T17:49:53.676186
5000,with_eve,18,0.16,2025-05-12T17:49:57.065619
5000,with_eve,19,0.3,2025-05-12T17:50:00.239823
5000,with_eve,20,0.24,2025-05-12T17:50:03.715310
